AcademicRecordKeywordID,AcademicRecordId,AcademicKeywordId
361254,93966,129235
361255,93966,132879
361256,93966,143555
361257,93966,143556
361258,93966,143557
361259,93967,143528
361260,93967,138379
361261,93967,143558
361262,93967,143559
361263,93967,143560
361264,93968,143432
361265,93968,135902
361266,93968,143541
361267,93968,143561
361268,93968,129772
361269,93968,143562
361270,93969,133875
361271,93969,143563
361272,93969,143561
361273,93969,140535
361274,93970,129773
361275,93970,143564
361276,93970,143565
361277,93970,128931
361278,93970,128971
361279,93971,135844
361280,93971,143437
361281,93971,135904
361282,93971,135774
361283,93971,143566
361284,93971,143567
361285,93972,143568
361286,93972,143569
361287,93972,143570
361288,93972,143571
361289,93972,143528
361290,93973,143572
361291,93973,143573
361292,93973,143574
361293,93973,143575
361294,93973,138513
361295,93973,143576
361296,93974,129773
361297,93974,128970
361298,93974,130808
361299,93974,143577
361300,93974,143578
361301,93975,135904
361302,93975,143579
361303,93975,135929
361304,93975,143580
361305,93975,138415
361306,93976,129340
361307,93976,143581
361308,93976,143582
361309,93976,143583
361310,93977,143584
361311,93977,143585
361312,93977,143586
361313,93977,138402
361314,93977,135927
361315,93978,143528
361316,93978,143568
361317,93978,143587
361318,93978,143588
361319,93978,143589
361320,93979,142337
361321,93979,143590
361322,93979,143591
361323,93979,143592
361324,93980,143593
361325,93980,143594
361326,93980,143595
361327,93980,143596
361328,93981,130433
361329,93981,143597
361330,93981,143598
361331,93981,143599
361332,93981,143600
361333,93981,129573
361334,93982,136964
361335,93982,143432
361336,93982,143601
361337,93983,143602
361338,93983,135929
361339,93983,143603
361340,93983,143604
361341,93983,136400
361342,93983,143605
361343,93984,143606
361344,93984,135802
361345,93984,143607
361346,93984,143608
361347,93985,143609
361348,93985,143610
361349,93985,143611
361350,93985,134853
361351,93985,142886
361352,93986,128867
361353,93986,140867
361354,93986,140484
361355,93986,143612
361356,93986,130359
361357,93986,140868
361358,93986,132069
361359,93987,140081
361360,93987,143613
361361,93987,132938
361362,93988,143614
361363,93988,139322
361364,93988,143615
361365,93988,140311
361366,93988,143616
361367,93988,143617
361368,93988,143618
361369,93989,139140
361370,93989,143619
361371,93989,143620
361372,93989,143621
361373,93989,143622
361374,93990,143623
361375,93990,131938
361376,93990,143624
361377,93990,143625
361378,93991,143437
361379,93991,143626
361380,93991,143627
361381,93991,143412
361382,93991,143628
361383,93992,143629
361384,93992,143630
361385,93992,129923
361386,93993,143631
361387,93993,129383
361388,93993,140571
361389,93993,143632
361390,93994,143633
361391,93994,134824
361392,93994,143634
361393,93994,143635
361394,93995,140448
361395,93995,143636
361396,93995,143637
361397,93995,129025
361398,93996,143638
361399,93996,143639
361400,93996,143640
361401,93996,143641
361402,93996,143642
361403,93996,128892
361404,93997,143643
361405,93997,143644
361406,93997,143645
361407,93997,143646
361408,93998,143647
361409,93998,135948
361410,93998,143622
361411,93998,133804
361412,93998,143648
361413,93999,143649
361414,93999,143650
361415,93999,143651
361416,93999,136804
361417,94000,143652
361418,94000,143653
361419,94000,143654
361420,94000,143655
361421,94001,143656
361422,94001,143640
361423,94001,143657
361424,94001,143412
361425,94001,143649
361426,94002,134097
361427,94002,143658
361428,94002,134262
361429,94002,129096
361430,94002,132483
361431,94003,143659
361432,94003,143658
361433,94003,143660
361434,94003,131210
361435,94004,143661
361436,94004,143432
361437,94004,133027
361438,94004,128971
361439,94005,143662
361440,94005,129244
361441,94005,143663
361442,94005,128889
361443,94005,134231
361444,94005,139260
361445,94005,143642
361446,94006,137499
361447,94006,143664
361448,94006,131625
361449,94006,143665
361450,94006,137676
361451,94007,143666
361452,94007,143667
361453,94007,143668
361454,94008,143669
361455,94008,129521
361456,94008,130471
361457,94008,137426
361458,94008,133699
361459,94008,143473
361460,94009,143473
361461,94009,143670
361462,94009,143669
361463,94009,130471
361464,94010,143671
361465,94010,143672
361466,94010,143673
361467,94010,143674
361468,94011,143675
361469,94011,143676
361470,94011,143677
361471,94012,143678
361472,94012,143679
361473,94012,143680
361474,94013,143673
361475,94013,143681
361476,94013,143682
361477,94013,141381
361478,94013,128866
361479,94014,143683
361480,94014,143684
361481,94014,129341
361482,94014,143685
361483,94014,143686
361484,94015,139254
361485,94015,143687
361486,94015,143688
361487,94015,143689
361488,94016,143690
361489,94016,143691
361490,94016,143692
361491,94016,143693
361492,94017,131233
361493,94017,128890
361494,94017,135593
361495,94017,143694
361496,94018,143695
361497,94018,143696
361498,94018,129354
361499,94018,143697
361500,94018,135696
361501,94019,143624
361502,94019,143667
361503,94019,130808
361504,94020,139154
361505,94020,133804
361506,94020,135832
361507,94020,143698
361508,94021,143699
361509,94021,143700
361510,94021,143696
361511,94021,143701
361512,94021,129354
361513,94022,139253
361514,94022,143687
361515,94022,136009
361516,94022,143702
361517,94022,131614
361518,94023,139246
361519,94023,143703
361520,94023,143427
361521,94023,140920
361522,94024,136816
361523,94024,139850
361524,94024,143704
361525,94024,143705
361526,94024,143706
361527,94025,143707
361528,94025,143708
361529,94025,133735
361530,94025,134089
361531,94025,143709
361532,94026,143432
361533,94026,135902
361534,94026,143710
361535,94026,132879
361536,94027,139167
361537,94027,129341
361538,94027,143685
361539,94027,134441
361540,94027,134260
361541,94028,143711
361542,94028,143712
361543,94028,143713
361544,94029,143714
361545,94029,139132
361546,94029,143715
361547,94029,133522
361548,94029,143716
361549,94030,143717
361550,94030,143718
361551,94030,137694
361552,94030,143719
361553,94030,143720
361554,94031,143721
361555,94031,135844
361556,94031,143439
361557,94031,131506
361558,94031,143722
361559,94032,143723
361560,94032,143724
361561,94032,142643
361562,94033,143725
361563,94033,143726
361564,94033,143727
361565,94033,143728
361566,94034,133984
361567,94034,143729
361568,94034,130808
361569,94035,131233
361570,94035,143730
361571,94035,143731
361572,94036,128971
361573,94036,134065
361574,94036,129153
361575,94037,143732
361576,94037,143733
361577,94037,143734
361578,94037,130472
361579,94037,143735
361580,94038,143736
361581,94038,143737
361582,94038,143738
361583,94038,143739
361584,94039,130309
361585,94039,133971
361586,94039,139257
361587,94039,134078
361588,94040,143740
361589,94040,143741
361590,94040,143742
361591,94040,143743
361592,94040,143744
361593,94041,139254
361594,94041,130309
361595,94041,135643
361596,94041,130607
361597,94041,132759
361598,94042,134905
361599,94042,143745
361600,94042,143746
361601,94042,143747
361602,94043,143748
361603,94043,139322
361604,94043,143749
361605,94044,143750
361606,94044,143751
361607,94044,141679
361608,94044,143752
361609,94044,143753
361610,94044,143754
361611,94045,143755
361612,94045,129320
361613,94045,143756
361614,94045,143705
361615,94046,143676
361616,94046,130291
361617,94046,143757
361618,94046,130340
361619,94047,143758
361620,94047,129096
361621,94047,143759
361622,94047,140081
361623,94047,143760
361624,94047,143761
361625,94048,143762
361626,94048,143763
361627,94048,143764
361628,94048,143765
361629,94048,143766
361630,94049,136983
361631,94049,143767
361632,94049,137758
361633,94049,129196
361634,94049,143768
361635,94050,143769
361636,94050,129182
361637,94050,130291
361638,94050,143770
361639,94050,130340
361640,94050,143771
361641,94051,143772
361642,94051,129340
361643,94051,129233
361644,94051,129196
361645,94051,143773
361646,94052,141426
361647,94052,137029
361648,94052,143774
361649,94052,143775
361650,94052,143776
361651,94052,137470
361652,94052,143777
361653,94053,143778
361654,94053,143779
361655,94053,143780
361656,94053,143781
361657,94054,143782
361658,94054,129233
361659,94054,129182
361660,94054,137508
361661,94054,143783
361662,94054,140558
361663,94054,143784
361664,94055,143785
361665,94055,143786
361666,94055,143787
361667,94055,135339
361668,94055,143788
361669,94056,143789
361670,94056,143790
361671,94056,143791
361672,94056,143701
361673,94057,143792
361674,94057,141426
361675,94057,135937
361676,94058,143793
361677,94058,129121
361678,94058,143794
361679,94058,143795
361680,94058,136325
361681,94059,143796
361682,94059,143797
361683,94059,131787
361684,94059,143798
361685,94059,143799
361686,94060,143800
361687,94060,141401
361688,94060,143801
361689,94061,143802
361690,94061,129182
361691,94061,141426
361692,94061,143803
361693,94061,143804
361694,94062,143805
361695,94062,130898
361696,94062,140731
361697,94062,138676
361698,94062,143806
361699,94063,143807
361700,94063,143808
361701,94063,143809
361702,94064,143810
361703,94064,143811
361704,94065,143812
361705,94065,143813
361706,94065,143814
361707,94065,143815
361708,94065,143816
361709,94065,143480
361710,94066,143817
361711,94066,129199
361712,94066,130370
361713,94066,143818
361714,94067,143819
361715,94067,143820
361716,94067,143821
361717,94067,143822
361718,94068,130026
361719,94068,143823
361720,94068,137544
361721,94068,129025
361722,94069,143824
361723,94069,130433
361724,94069,143825
361725,94069,143411
361726,94069,143826
361727,94070,143827
361728,94070,130370
361729,94070,143828
361730,94070,129773
361731,94071,143691
361732,94071,135899
361733,94071,143515
361734,94073,142850
361735,94073,143829
361736,94073,129672
361737,94073,143830
361738,94074,129568
361739,94074,128931
361740,94074,128867
361741,94075,143831
361742,94075,137544
361743,94075,143832
361744,94075,130898
361745,94075,143833
361746,94076,143619
361747,94076,143408
361748,94076,133683
361749,94076,143834
361750,94076,136589
361751,94077,128867
361752,94077,134665
361753,94077,143835
361754,94078,143522
361755,94078,129199
361756,94079,130344
361757,94079,143836
361758,94079,143837
361759,94079,134846
361760,94079,129199
361761,94079,143838
361762,94080,136205
361763,94080,143839
361764,94080,143840
361765,94080,131483
361766,94080,143522
361767,94081,143488
361768,94081,132435
361769,94081,130207
361770,94081,134024
361771,94081,143841
361772,94082,136258
361773,94082,137544
361774,94082,143842
361775,94083,129200
361776,94083,143843
361777,94083,143844
361778,94083,143845
361779,94084,143805
361780,94084,143846
361781,94084,143847
361782,94084,135992
361783,94084,129751
361784,94085,129183
361785,94085,130026
361786,94085,136258
361787,94086,143848
361788,94086,143849
361789,94086,143850
361790,94086,143851
361791,94087,129573
361792,94087,143852
361793,94088,143853
361794,94088,143854
361795,94088,143855
361796,94089,143856
361797,94089,143857
361798,94089,143858
361799,94090,128937
361800,94090,143859
361801,94090,143522
361802,94091,143860
361803,94091,129640
361804,94091,135844
361805,94091,143861
361806,94091,136689
361807,94091,143862
361808,94092,129383
361809,94092,129201
361810,94092,135872
361811,94093,143863
361812,94093,143864
361813,94093,143458
361814,94093,143865
361815,94093,128867
361816,94094,143866
361817,94094,128867
361818,94094,140311
361819,94095,143867
361820,94095,128867
361821,94095,143868
361822,94095,143869
361823,94096,143870
361824,94096,137698
361825,94096,143871
361826,94096,129201
361827,94096,143868
361828,94097,143432
361829,94097,129584
361830,94097,143872
361831,94097,129521
361832,94097,129735
361833,94097,129665
361834,94098,143522
361835,94098,143873
361836,94098,129201
361837,94098,143874
361838,94098,128937
361839,94099,135945
361840,94099,143875
361841,94099,143876
361842,94099,143877
361843,94100,143878
361844,94100,143879
361845,94100,136205
361846,94101,143880
361847,94101,128931
361848,94101,143881
361849,94101,140020
361850,94101,128938
361851,94102,143882
361852,94102,143883
361853,94102,129773
361854,94103,143884
361855,94103,143885
361856,94103,134848
361857,94103,134094
361858,94104,143886
361859,94105,143887
361860,94105,143888
361861,94105,129773
361862,94105,143889
361863,94105,143890
361864,94105,143891
361865,94106,143892
361866,94106,143893
361867,94106,143894
361868,94106,143458
361869,94107,129199
361870,94107,132883
361871,94107,134846
361872,94107,143895
361873,94108,143896
361874,94108,143897
361875,94108,135841
361876,94108,143898
361877,94109,143899
361878,94109,143900
361879,94109,129773
361880,94109,129672
361881,94110,135841
361882,94110,143901
361883,94110,143902
361884,94110,134846
361885,94111,143903
361886,94111,143904
361887,94111,143905
361888,94111,143906
361889,94112,143907
361890,94112,143899
361891,94112,143908
361892,94112,143909
361893,94113,128919
361894,94113,143561
361895,94113,143910
361896,94113,129583
361897,94113,143911
361898,94113,143443
361899,94113,143912
361900,94113,130952
361901,94114,143550
361902,94114,135872
361903,94114,143913
361904,94114,129608
361905,94115,143914
361906,94115,143915
361907,94115,143916
361908,94115,143917
361909,94115,143918
361910,94115,131483
361911,94116,135841
361912,94116,143919
361913,94116,143920
361914,94116,143902
361915,94116,143921
361916,94117,129196
361917,94117,136346
361918,94117,130931
361919,94117,143922
361920,94117,143923
361921,94118,143924
361922,94118,143925
361923,94118,143926
361924,94118,143927
361925,94118,143928
361926,94118,143929
361927,94119,143930
361928,94119,143931
361929,94119,134094
361930,94119,140918
361931,94120,143932
361932,94120,143933
361933,94120,143934
361934,94120,143935
361935,94120,143936
361936,94121,143937
361937,94121,129608
361938,94121,143938
361939,94121,143939
361940,94122,143940
361941,94122,143593
361942,94122,143488
361943,94122,143941
361944,94122,143942
361945,94123,129608
361946,94123,143943
361947,94123,143944
361948,94123,143945
361949,94123,143946
361950,94124,143947
361951,94124,143948
361952,94124,143883
361953,94124,143565
361954,94124,128931
361955,94124,129521
361956,94125,143949
361957,94125,143555
361958,94125,134485
361959,94125,143950
361960,94125,143951
361961,94126,143952
361962,94126,136741
361963,94126,143953
361964,94126,134846
361965,94126,130344
361966,94127,143954
361967,94127,143955
361968,94127,143956
361969,94127,143957
361970,94128,143958
361971,94128,135001
361972,94128,137698
361973,94128,135240
361974,94128,143959
361975,94128,129025
361976,94129,143960
361977,94129,129672
361978,94129,130433
361979,94129,143961
361980,94129,143962
361981,94129,128931
361982,94130,143963
361983,94130,143964
361984,94130,143965
361985,94130,143966
361986,94131,143967
361987,94131,143968
361988,94131,143969
361989,94131,143970
361990,94131,143971
361991,94131,143972
361992,94131,136208
361993,94132,143973
361994,94132,129773
361995,94132,143974
361996,94132,143975
361997,94133,143976
361998,94133,143977
361999,94133,143978
362000,94133,143979
362001,94133,136208
362002,94133,143980
362003,94134,143981
362004,94134,143982
362005,94134,143286
362006,94134,135832
362007,94134,143576
362008,94134,143983
362009,94134,143984
362010,94135,143883
362011,94135,143985
362012,94135,128984
362013,94135,143986
362014,94135,143987
362015,94136,129235
362016,94136,143472
362017,94136,143988
362018,94136,143989
362019,94136,143990
362020,94136,143991
362021,94137,143992
362022,94137,129235
362023,94137,138567
362024,94137,134094
362025,94137,142800
362026,94155,143993
362027,94155,143994
362028,94155,143995
362029,94166,143996
362030,94166,143997
362031,94166,143998
362032,94166,136241
362033,94166,130561
362034,94166,136789
362035,94170,143999
362036,94170,144000
362037,94171,132184
362038,94171,144001
362039,94171,128918
362040,94171,144002
362041,94172,144003
362042,94172,144004
362043,94172,136907
362044,94172,138304
362045,94172,144005
362046,94172,135161
362047,94173,144006
362048,94173,144007
362049,94173,144008
362050,94173,144009
362051,94174,144010
362052,94174,129199
362053,94174,144011
362054,94174,144012
362055,94174,143375
362056,94174,137757
362057,94175,144013
362058,94175,144014
362059,94175,144015
362060,94175,144016
362061,94175,144017
362062,94176,143997
362063,94176,144018
362064,94176,133505
362065,94176,144019
362066,94176,144020
362067,94177,144021
362068,94177,144022
362069,94177,144023
362070,94177,144024
362071,94177,144025
362072,94177,144026
362073,94178,144027
362074,94178,144028
362075,94178,144029
362076,94179,136265
362077,94179,144030
362078,94179,144031
362079,94179,144032
362080,94179,144033
362081,94179,144034
362082,94180,144035
362083,94180,144030
362084,94180,144036
362085,94180,144037
362086,94180,144038
362087,94181,144039
362088,94181,129583
362089,94181,144028
362090,94181,129857
362091,94182,136265
362092,94182,137757
362093,94182,144040
362094,94183,144041
362095,94183,128999
362096,94183,144042
362097,94183,136907
362098,94184,136036
362099,94184,144043
362100,94184,144044
362101,94184,139647
362102,94185,136265
362103,94185,144045
362104,94186,144046
362105,94186,144047
362106,94186,144048
362107,94186,144049
362108,94186,144050
362109,94187,144051
362110,94187,144052
362111,94187,144053
362112,94187,144054
362113,94187,144055
362114,94188,136265
362115,94188,144056
362116,94189,144057
362117,94189,136126
362118,94189,129071
362119,94189,144058
362120,94190,136265
362121,94190,144059
362122,94190,144034
362123,94191,144060
362124,94191,144061
362125,94191,144062
362126,94191,129903
362127,94191,144063
362128,94191,144064
362129,94191,144065
362130,94191,144066
362131,94191,144067
362132,94191,144068
362133,94191,132214
362134,94191,144069
362135,94191,144070
362136,94192,144071
362137,94192,144072
362138,94192,144073
362139,94192,138304
362140,94192,128971
362141,94192,136818
362142,94192,144074
362143,94193,144050
362144,94193,144075
362145,94193,144076
362146,94193,144077
362147,94193,144078
362148,94194,144079
362149,94194,144080
362150,94194,144081
362151,94194,144082
362152,94194,144083
362153,94195,130252
362154,94195,130276
362155,94195,144084
362156,94195,132291
362157,94195,132696
362158,94195,144085
362159,94195,144086
362160,94196,144087
362161,94196,130276
362162,94196,144088
362163,94196,129222
362164,94197,144089
362165,94197,144090
362166,94197,130267
362167,94197,144091
362168,94198,128999
362169,94198,135349
362170,94198,128916
362171,94198,144092
362172,94199,144093
362173,94199,134595
362174,94199,144094
362175,94199,144095
362176,94200,144096
362177,94200,142493
362178,94200,144097
362179,94200,144098
362180,94201,138584
362181,94201,144099
362182,94201,135416
362183,94201,144100
362184,94202,144101
362185,94202,144068
362186,94202,139648
362187,94202,143377
362188,94202,144102
362189,94203,144103
362190,94203,144104
362191,94203,144105
362192,94203,144106
362193,94203,144107
362194,94204,144108
362195,94204,144109
362196,94204,144110
362197,94204,144111
362198,94205,144080
362199,94205,144112
362200,94205,144113
362201,94205,142493
362202,94205,135864
362203,94206,144017
362204,94206,142431
362205,94206,144114
362206,94206,144115
362207,94207,144116
362208,94207,130898
362209,94207,144117
362210,94207,136265
362211,94207,144118
362212,94208,144119
362213,94208,144115
362214,94208,144120
362215,94209,144121
362216,94209,132529
362217,94209,144122
362218,94210,133730
362219,94210,144123
362220,94210,144124
362221,94210,144125
362222,94210,133353
362223,94210,144126
362224,94211,144127
362225,94211,144125
362226,94211,144128
362227,94212,135456
362228,94212,144080
362229,94212,144129
362230,94213,144130
362231,94213,130212
362232,94213,143122
362233,94213,144131
362234,94213,144132
362235,94214,140083
362236,94214,144133
362237,94214,144134
362238,94214,144135
362239,94214,133577
362240,94215,144136
362241,94215,133958
362242,94215,144137
362243,94215,128902
362244,94215,129939
362245,94216,129566
362246,94216,133368
362247,94216,144138
362248,94216,128971
362249,94217,144137
362250,94217,144139
362251,94217,132759
362252,94217,135558
362253,94217,144140
362254,94217,144141
362255,94217,132570
362256,94217,130753
362257,94217,144142
362258,94217,136722
362259,94218,144143
362260,94218,128945
362261,94218,129069
362262,94218,137572
362263,94218,144144
362264,94221,144136
362265,94221,144145
362266,94221,144137
362267,94221,130686
362268,94221,133958
362269,94222,129566
362270,94222,140083
362271,94222,134464
362272,94223,144146
362273,94223,129183
362274,94223,144147
362275,94223,128917
362276,94223,144148
362277,94224,144149
362278,94224,144150
362279,94224,144151
362280,94224,144152
362281,94224,133054
362282,94224,144153
362283,94225,144154
362284,94225,144155
362285,94225,144136
362286,94225,144156
362287,94225,144157
362288,94227,129069
362289,94227,144158
362290,94227,144147
362291,94227,132391
362292,94227,129183
362293,94228,133577
362294,94228,134464
362295,94228,144159
362296,94230,144160
362297,94230,144161
362298,94230,142170
362299,94230,144162
362300,94230,144163
362301,94231,140083
362302,94231,129566
362303,94231,144164
362304,94231,134464
362305,94231,130942
362306,94231,144165
362307,94232,144166
362308,94232,144145
362309,94232,144167
362310,94233,144136
362311,94233,144168
362312,94233,144167
362313,94233,144154
362314,94233,144169
362315,94233,144170
362316,94234,135322
362317,94234,144171
362318,94234,144172
362319,94234,132664
362320,94234,144173
362321,94234,130781
362322,94235,144174
362323,94235,140724
362324,94235,129183
362325,94235,144175
362326,94235,144176
362327,94235,144177
362328,94235,134236
362329,94236,128970
362330,94236,144178
362331,94236,137551
362332,94236,144179
362333,94236,144180
362334,94236,144181
362335,94236,144182
362336,94237,144159
362337,94237,144183
362338,94237,140084
362339,94237,144136
362340,94237,144184
362341,94238,144185
362342,94238,144186
362343,94238,144187
362344,94238,144188
362345,94238,144189
362346,94238,144190
362347,94238,144191
362348,94239,144192
362349,94239,144193
362350,94239,144194
362351,94239,144195
362352,94239,144143
362353,94239,144196
362354,94240,144197
362355,94240,144198
362356,94240,137263
362357,94240,142300
362358,94240,144199
362359,94241,129566
362360,94241,135391
362361,94241,134464
362362,94241,140083
362363,94241,144200
362364,94242,144136
362365,94242,144168
362366,94242,144201
362367,94242,130686
362368,94242,144199
362369,94242,136945
362370,94242,144202
362371,94243,134404
362372,94243,131819
362373,94243,144203
362374,94243,144204
362375,94244,132496
362376,94244,144205
362377,94244,144206
362378,94244,144207
362379,94244,144208
362380,94244,132662
362381,94244,144209
362382,94245,144208
362383,94245,144210
362384,94245,144211
362385,94245,144212
362386,94245,130942
362387,94246,144213
362388,94246,144214
362389,94246,134464
362390,94246,144215
362391,94246,144216
362392,94247,131628
362393,94247,131032
362394,94247,133096
362395,94247,140571
362396,94247,129603
362397,94247,144217
362398,94247,144218
362399,94248,144219
362400,94248,140098
362401,94248,128945
362402,94248,144220
362403,94248,144221
362404,94249,144222
362405,94249,130686
362406,94249,131166
362407,94249,144223
362408,94249,128991
362409,94249,144224
362410,94250,130942
362411,94250,144225
362412,94250,134452
362413,94250,129069
362414,94250,144226
362415,94250,131135
362416,94251,144227
362417,94251,134462
362418,94251,134463
362419,94251,135409
362420,94251,144228
362421,94252,129086
362422,94252,129085
362423,94252,144229
362424,94252,144230
362425,94252,144231
362426,94253,130692
362427,94253,144222
362428,94253,144232
362429,94253,144233
362430,94253,132664
362431,94254,130942
362432,94254,144225
362433,94254,134452
362434,94254,144226
362435,94254,131135
362436,94255,144234
362437,94255,144235
362438,94255,133682
362439,94255,144236
362440,94255,144237
362441,94255,144238
362442,94255,144239
362443,94256,144222
362444,94256,144234
362445,94256,144240
362446,94256,144241
362447,94256,144242
362448,94257,130942
362449,94257,144243
362450,94257,144244
362451,94257,144245
362452,94257,144246
362453,94258,144247
362454,94258,144248
362455,94258,144249
362456,94258,144250
362457,94258,144251
362458,94258,144252
362459,94259,129196
362460,94259,144253
362461,94259,144254
362462,94259,144255
362463,94260,143219
362464,94260,144256
362465,94260,129069
362466,94260,129096
362467,94260,136195
362468,94260,128999
362469,94261,129200
362470,94261,144257
362471,94261,134452
362472,94261,129201
362473,94261,130290
362474,94261,128971
362475,94262,134452
362476,94262,144258
362477,94262,144259
362478,94263,144260
362479,94263,144261
362480,94263,144262
362481,94263,137429
362482,94263,144263
362483,94264,139895
362484,94264,128945
362485,94264,144264
362486,94264,144265
362487,94264,144266
362488,94265,141401
362489,94265,144267
362490,94265,136989
362491,94265,128931
362492,94265,144268
362493,94265,144269
362494,94266,144222
362495,94266,144270
362496,94266,144171
362497,94266,130322
362498,94266,144271
362499,94267,144222
362500,94267,141401
362501,94267,135600
362502,94267,144272
362503,94267,135322
362504,94267,133055
362505,94267,144225
362506,94267,143561
362507,94268,144273
362508,94268,144274
362509,94268,144275
362510,94268,144276
362511,94268,144277
362512,94269,129032
362513,94269,134452
362514,94269,144278
362515,94269,144279
362516,94269,128916
362517,94270,144280
362518,94270,144281
362519,94270,144282
362520,94270,144283
362521,94270,129069
362522,94270,135462
362523,94271,144284
362524,94271,135462
362525,94271,128916
362526,94271,134121
362527,94271,129069
362528,94271,144277
362529,94272,144285
362530,94272,141401
362531,94272,144286
362532,94272,144287
362533,94272,130808
362534,94273,135322
362535,94273,144288
362536,94273,144289
362537,94273,144290
362538,94273,144291
362539,94274,144292
362540,94274,144293
362541,94274,144294
362542,94274,144295
362543,94274,144296
362544,94274,144297
362545,94275,144298
362546,94275,144299
362547,94275,144300
362548,94275,144301
362549,94275,144302
362550,94276,144303
362551,94276,129196
362552,94276,144304
362553,94276,144305
362554,94276,144306
362555,94276,144307
362556,94277,141446
362557,94277,128945
362558,94277,144308
362559,94277,130861
362560,94277,130942
362561,94278,139895
362562,94278,144309
362563,94278,141401
362564,94278,144310
362565,94278,144311
362566,94278,135902
362567,94278,129521
362568,94279,144222
362569,94279,144312
362570,94279,144313
362571,94279,144314
362572,94279,142300
362573,94280,144315
362574,94280,135857
362575,94280,129096
362576,94280,129069
362577,94280,128969
362578,94281,144222
362579,94281,134922
362580,94281,135902
362581,94281,144311
362582,94281,144225
362583,94281,143561
362584,94282,144316
362585,94282,129658
362586,94282,144317
362587,94282,134922
362588,94282,144318
362589,94282,130322
362590,94283,144319
362591,94283,129224
362592,94283,144320
362593,94283,144277
362594,94283,129226
362595,94284,144321
362596,94284,144322
362597,94284,134452
362598,94284,144323
362599,94284,144324
362600,94284,137003
362601,94285,144325
362602,94285,144326
362603,94285,144327
362604,94285,132641
362605,94285,144328
362606,94286,129196
362607,94286,131012
362608,94286,137769
362609,94286,144329
362610,94286,144330
362611,94287,144331
362612,94287,144332
362613,94287,129234
362614,94287,136316
362615,94287,144333
362616,94287,129233
362617,94288,128945
362618,94288,130428
362619,94288,144334
362620,94288,144335
362621,94288,144336
362622,94288,144337
362623,94288,144338
362624,94289,130193
362625,94289,128945
362626,94289,129566
362627,94289,137503
362628,94289,135476
362629,94289,144339
362630,94290,144340
362631,94290,144341
362632,94290,139669
362633,94290,137839
362634,94290,137855
362635,94290,144342
362636,94292,140913
362637,94292,144343
362638,94292,144344
362639,94292,137807
362640,94292,144345
362641,94292,144346
362642,94293,144347
362643,94293,130898
362644,94293,144348
362645,94293,144349
362646,94293,144350
362647,94293,144351
362648,94294,130898
362649,94294,137121
362650,94294,144352
362651,94294,144353
362652,94294,128901
362653,94295,144354
362654,94295,138180
362655,94295,129199
362656,94295,129608
362657,94295,132961
362658,94295,143704
362659,94297,144355
362660,94297,140921
362661,94297,144356
362662,94297,144357
362663,94297,144358
362664,94297,134695
362665,94298,144359
362666,94298,144360
362667,94298,144361
362668,94299,144362
362669,94299,144363
362670,94299,134705
362671,94299,144364
362672,94299,131601
362673,94299,144365
362674,94299,131850
362675,94300,144366
362676,94300,144367
362677,94300,144368
362678,94300,144369
362679,94300,144370
362680,94301,144371
362681,94301,129055
362682,94301,144372
362683,94301,144373
362684,94301,144374
362685,94301,144375
362686,94301,144376
362687,94302,144377
362688,94302,144378
362689,94302,138050
362690,94302,144379
362691,94302,129945
362692,94303,138056
362693,94303,144380
362694,94303,144381
362695,94303,144382
362696,94304,132044
362697,94304,144383
362698,94304,144384
362699,94304,139077
362700,94304,144385
362701,94304,144378
362702,94305,144386
362703,94305,129608
362704,94305,144387
362705,94305,144388
362706,94305,129025
362707,94305,144354
362708,94305,144389
362709,94305,144390
362710,94305,143705
362711,94305,144391
362712,94305,143822
362713,94306,134695
362714,94306,136325
362715,94306,134877
362716,94306,134880
362717,94306,134875
362718,94306,134874
362719,94307,144392
362720,94307,144393
362721,94307,144394
362722,94307,133977
362723,94308,131761
362724,94308,128919
362725,94308,144395
362726,94308,137989
362727,94308,144396
362728,94308,144397
362729,94308,134888
362730,94309,144398
362731,94309,144399
362732,94309,144400
362733,94309,144401
362734,94309,138084
362735,94309,144402
362736,94309,141648
362737,94311,133111
362738,94311,134888
362739,94311,128869
362740,94311,138676
362741,94311,139245
362742,94312,140920
362743,94312,133134
362744,94312,134764
362745,94312,144403
362746,94313,138056
362747,94313,138055
362748,94313,144404
362749,94313,144405
362750,94313,144406
362751,94313,144407
362752,94313,144408
362753,94314,144409
362754,94314,141164
362755,94314,142110
362756,94314,141986
362757,94314,144410
362758,94315,144411
362759,94315,144412
362760,94315,144413
362761,94315,144414
362762,94315,144415
362763,94315,134680
362764,94316,144416
362765,94316,140913
362766,94316,144417
362767,94316,144418
362768,94316,144419
362769,94317,134785
362770,94317,137945
362771,94317,132945
362772,94317,144420
362773,94317,144421
362774,94318,134695
362775,94318,134874
362776,94318,144422
362777,94318,132883
362778,94318,135858
362779,94318,133134
362780,94319,144423
362781,94319,144424
362782,94319,144425
362783,94319,138056
362784,94319,144426
362785,94319,144427
362786,94320,138056
362787,94320,137837
362788,94320,144428
362789,94321,129201
362790,94321,144429
362791,94321,136325
362792,94321,134875
362793,94321,144430
362794,94321,134880
362795,94322,144431
362796,94322,144432
362797,94322,141488
362798,94322,132014
362799,94323,143876
362800,94323,144433
362801,94323,144434
362802,94323,144435
362803,94323,144436
362804,94323,134680
362805,94324,144437
