AcademicRecordKeywordPlusID,AcademicRecordId,AcademicKeywordPlusId
695540,91981,128745
695541,91981,125293
695542,91981,129549
695543,91981,130398
695544,91981,128495
695545,91981,127026
695546,91982,130399
695547,91982,130400
695548,91982,130401
695549,91982,125159
695550,91982,125796
695551,91982,129179
695552,91982,128803
695553,91982,127986
695554,91982,127127
695555,91983,130402
695556,91983,130403
695557,91983,126432
695558,91983,129595
695559,91983,126911
695560,91983,125962
695561,91983,128206
695562,91983,128728
695563,91983,128554
695564,91984,130404
695565,91984,130405
695566,91984,130406
695567,91984,129561
695568,91984,130407
695569,91984,130408
695570,91984,130409
695571,91984,130410
695572,91984,129141
695573,91984,130411
695574,91985,130412
695575,91985,129435
695576,91985,130395
695577,91985,130413
695578,91985,130414
695579,91985,125373
695580,91985,125140
695581,91985,125623
695582,91985,126630
695583,91985,129357
695584,91986,130415
695585,91986,130416
695586,91986,130417
695587,91986,130418
695588,91986,130419
695589,91986,130420
695590,91986,129564
695591,91986,127117
695592,91986,130421
695593,91986,130422
695594,91987,130392
695595,91987,130423
695596,91987,127117
695597,91987,125110
695598,91987,125277
695599,91987,126852
695600,91987,127119
695601,91987,126428
695602,91987,125197
695603,91988,125443
695604,91988,130424
695605,91988,128553
695606,91988,126604
695607,91989,125443
695608,91989,129147
695609,91989,130413
695610,91989,126911
695611,91989,129290
695612,91990,130425
695613,91990,130426
695614,91990,129422
695615,91990,128552
695616,91990,130427
695617,91990,130428
695618,91990,125293
695619,91990,126024
695620,91990,126630
695621,91990,125923
695622,91991,128850
695623,91991,130429
695624,91991,130430
695625,91991,130431
695626,91991,125197
695627,91991,126025
695628,91991,126357
695629,91992,129295
695630,91992,125439
695631,91992,125507
695632,91992,125484
695633,91993,130432
695634,91993,125373
695635,91993,129450
695636,91993,128724
695637,91994,130433
695638,91994,125293
695639,91994,125110
695640,91995,130434
695641,91995,130435
695642,91995,130436
695643,91995,130437
695644,91996,130438
695645,91996,129507
695646,91996,129147
695647,91996,125373
695648,91996,126393
695649,91996,125293
695650,91996,126604
695651,91996,125110
695652,91996,126432
695653,91996,129236
695654,91997,127701
695655,91997,130439
695656,91997,130440
695657,91997,130441
695658,91997,125895
695659,91997,126393
695660,91997,125441
695661,91997,130442
695662,91997,130443
695663,91997,130444
695664,91998,130445
695665,91998,128803
695666,91998,129563
695667,91998,129591
695668,91998,125373
695669,91998,126393
695670,91998,129737
695671,91998,129294
695672,91998,129772
695673,91998,130446
695674,91999,125814
695675,91999,129147
695676,91999,129131
695677,91999,125373
695678,91999,126432
695679,91999,130447
695680,91999,127170
695681,91999,126393
695682,91999,129173
695683,91999,130448
695684,92000,125102
695685,92001,129418
695686,92001,129246
695687,92001,130449
695688,92001,129463
695689,92001,127713
695690,92001,130450
695691,92001,129565
695692,92001,130451
695693,92001,128985
695694,92001,130452
695695,92002,127946
695696,92002,130453
695697,92002,130454
695698,92002,130455
695699,92002,129147
695700,92002,125448
695701,92002,128028
695702,92002,126911
695703,92003,130456
695704,92003,130457
695705,92003,129177
695706,92003,130458
695707,92003,126850
695708,92003,129179
695709,92003,125705
695710,92003,125159
695711,92003,125373
695712,92003,126209
695713,92004,130459
695714,92004,130460
695715,92004,130461
695716,92004,129270
695717,92004,128839
695718,92004,130462
695719,92004,126442
695720,92004,126024
695721,92004,129214
695722,92004,129450
695723,92005,129446
695724,92005,130463
695725,92005,129361
695726,92005,130464
695727,92005,129488
695728,92005,125627
695729,92005,126226
695730,92005,130465
695731,92005,129161
695732,92005,130466
695733,92006,130467
695734,92006,130468
695735,92006,129339
695736,92006,125473
695737,92006,129642
695738,92006,125159
695739,92006,125381
695740,92006,125373
695741,92006,127170
695742,92006,126062
695743,92007,129039
695744,92007,130469
695745,92007,126432
695746,92008,129542
695747,92008,127986
695748,92008,127672
695749,92009,127117
695750,92009,130470
695751,92009,127098
695752,92009,129404
695753,92009,126258
695754,92009,130462
695755,92009,129253
695756,92009,130471
695757,92009,129181
695758,92009,129179
695759,92010,129141
695760,92010,126393
695761,92010,130472
695762,92010,125277
695763,92011,130473
695764,92011,130474
695765,92011,130475
695766,92011,130476
695767,92011,130477
695768,92011,127390
695769,92011,126226
695770,92011,127026
695771,92012,130478
695772,92012,130479
695773,92012,129511
695774,92012,130480
695775,92012,125159
695776,92012,129144
695777,92012,130481
695778,92012,125376
695779,92012,126432
695780,92012,126154
695781,92013,130482
695782,92013,130483
695783,92013,130484
695784,92013,130485
695785,92013,130486
695786,92013,130487
695787,92013,130488
695788,92013,130489
695789,92013,130490
695790,92013,128850
695791,92014,129161
695792,92014,125197
695793,92015,129511
695794,92015,126432
695795,92016,125373
695796,92016,130491
695797,92017,130492
695798,92017,130493
695799,92017,130494
695800,92017,130495
695801,92017,130496
695802,92017,130497
695803,92017,130498
695804,92017,130499
695805,92017,130500
695806,92017,125923
695807,92018,129162
695808,92018,130501
695809,92018,127681
695810,92018,130502
695811,92018,130503
695812,92018,129430
695813,92018,129111
695814,92018,130504
695815,92018,130505
695816,92018,130506
695817,92019,130507
695818,92019,130508
695819,92019,130509
695820,92019,128724
695821,92019,128803
695822,92019,129161
695823,92020,129446
695824,92020,127117
695825,92020,129582
695826,92020,130510
695827,92020,129289
695828,92020,130511
695829,92020,126432
695830,92020,130512
695831,92020,129270
695832,92020,125159
695833,92021,130513
695834,92021,129201
695835,92021,130514
695836,92021,125159
695837,92021,126432
695838,92021,129236
695839,92021,130515
695840,92021,130516
695841,92021,130517
695842,92021,125376
695843,92022,130518
695844,92022,130519
695845,92022,128342
695846,92022,125373
695847,92022,126066
695848,92022,129192
695849,92023,130520
695850,92023,130521
695851,92023,130522
695852,92023,130523
695853,92023,129340
695854,92023,130524
695855,92023,129765
695856,92023,128803
695857,92024,129401
695858,92024,130525
695859,92024,130526
695860,92024,129091
695861,92024,129562
695862,92024,130527
695863,92024,127986
695864,92024,125159
695865,92024,126432
695866,92024,125920
695867,92025,130528
695868,92025,130529
695869,92025,130530
695870,92025,129182
695871,92025,130462
695872,92025,125463
695873,92025,130531
695874,92025,130532
695875,92025,130533
695876,92025,130534
695877,92026,130535
695878,92026,130536
695879,92026,130537
695880,92026,130538
695881,92026,130539
695882,92026,130540
695883,92026,129507
695884,92026,130541
695885,92026,130477
695886,92026,128554
695887,92027,130542
695888,92027,130543
695889,92027,130544
695890,92027,129349
695891,92027,130545
695892,92027,126226
695893,92027,125159
695894,92027,125455
695895,92027,126911
695896,92027,129079
695897,92028,130483
695898,92028,130546
695899,92028,130547
695900,92028,130430
695901,92028,130548
695902,92028,130549
695903,92028,130550
695904,92028,130487
695905,92028,126024
695906,92028,130551
695907,92029,130552
695908,92029,130553
695909,92029,130554
695910,92029,130555
695911,92029,130556
695912,92029,130557
695913,92029,130558
695914,92029,130559
695915,92029,130560
695916,92029,130561
695917,92030,130562
695918,92030,130563
695919,92030,130564
695920,92030,130565
695921,92030,130566
695922,92030,129475
695923,92030,125623
695924,92030,125382
695925,92030,130567
695926,92030,130568
695927,92031,130569
695928,92031,129246
695929,92031,130570
695930,92031,126226
695931,92031,129253
695932,92031,125159
695933,92031,128839
695934,92031,130571
695935,92031,125418
695936,92031,128206
695937,92032,125437
695938,92032,128238
695939,92032,128519
695940,92032,129553
695941,92032,130572
695942,92032,125110
695943,92032,130228
695944,92032,129648
695945,92032,125293
695946,92032,126336
695947,92033,127916
695948,92033,130573
695949,92033,130574
695950,92033,130575
695951,92033,129339
695952,92033,128803
695953,92033,130576
695954,92033,130577
695955,92033,125988
695956,92033,129547
695957,92034,130578
695958,92034,130579
695959,92034,130580
695960,92034,130581
695961,92034,130582
695962,92034,130583
695963,92034,130203
695964,92034,130584
695965,92034,130585
695966,92034,130586
695967,92035,130587
695968,92035,130588
695969,92035,130589
695970,92035,130590
695971,92035,130591
695972,92035,125376
695973,92035,128460
695974,92035,125140
695975,92035,130592
695976,92035,125110
695977,92036,130593
695978,92036,130594
695979,92036,128552
695980,92036,130560
695981,92036,130595
695982,92036,130596
695983,92036,128554
695984,92036,127026
695985,92036,125090
695986,92036,130499
695987,92037,130597
695988,92037,130598
695989,92037,130599
695990,92037,129488
695991,92037,129553
695992,92037,130600
695993,92037,130601
695994,92037,130602
695995,92037,130603
695996,92037,127479
695997,92038,130604
695998,92038,130077
695999,92038,125090
696000,92040,130605
696001,92040,130606
696002,92040,130607
696003,92040,126997
696004,92040,125197
696005,92040,126958
696006,92040,130608
696007,92040,130609
696008,92040,129839
696009,92041,130610
696010,92041,130611
696011,92041,130612
696012,92041,130613
696013,92041,130614
696014,92041,130615
696015,92041,125739
696016,92041,125653
696017,92041,127877
696018,92041,125789
696019,92042,130616
696020,92042,130617
696021,92042,130618
696022,92042,127180
696023,92043,130107
696024,92043,125174
696025,92044,130619
696026,92044,130620
696027,92044,130621
696028,92045,130622
696029,92045,130623
696030,92046,130620
696031,92046,130619
696032,92046,130624
696033,92046,130621
696034,92047,130612
696035,92047,130610
696036,92047,130052
696037,92047,125130
696038,92047,126852
696039,92047,126608
696040,92048,130619
696041,92048,130621
696042,92048,128479
696043,92049,130625
696044,92049,130626
696045,92049,128385
696046,92049,125090
696047,92049,130627
696048,92049,127176
696049,92049,125671
696050,92049,130628
696051,92049,130629
696052,92050,130630
696053,92050,130631
696054,92051,130613
696055,92051,130632
696056,92051,130633
696057,92051,130634
696058,92051,130606
696059,92051,130635
696060,92052,126979
696061,92052,130636
696062,92052,130637
696063,92052,130638
696064,92052,130639
696065,92052,130107
696066,92052,130640
696067,92052,130641
696068,92052,125615
696069,92052,126010
696070,92053,130642
696071,92053,130643
696072,92053,130390
696073,92053,129891
696074,92053,126010
696075,92054,130644
696076,92054,129748
696077,92054,130620
696078,92054,130619
696079,92054,130645
696080,92054,125789
696081,92054,125906
696082,92055,130646
696083,92055,128440
696084,92055,126940
696085,92055,126958
696086,92056,130647
696087,92056,130648
696088,92056,125739
696089,92056,127969
696090,92056,126248
696091,92056,130649
696092,92057,130650
696093,92057,126852
696094,92057,125653
696095,92057,125739
696096,92059,130651
696097,92059,130652
696098,92059,125130
696099,92059,125174
696100,92059,130653
696101,92059,125985
696102,92060,130654
696103,92060,129976
696104,92060,130655
696105,92060,130656
696106,92060,130052
696107,92060,130657
696108,92060,130658
696109,92060,130659
696110,92060,130660
696111,92060,130661
696112,92062,125653
696113,92063,129954
696114,92063,130662
696115,92063,130663
696116,92063,130664
696117,92063,130665
696118,92064,130666
696119,92064,130667
696120,92064,125789
696121,92064,130668
696122,92065,130669
696123,92065,130670
696124,92066,129977
696125,92066,130107
696126,92066,130671
696127,92066,125789
696128,92066,126664
696129,92066,127795
696130,92067,130672
696131,92068,130673
696132,92068,130052
696133,92068,129954
696134,92068,130674
696135,92068,130675
696136,92068,130676
696137,92068,125442
696138,92069,130677
696139,92070,130678
696140,92070,130675
696141,92070,127810
696142,92070,130606
696143,92070,130679
696144,92070,130680
696145,92070,125092
696146,92070,126010
696147,92071,126979
696148,92071,130681
696149,92071,130107
696150,92071,130052
696151,92071,130682
696152,92071,130680
696153,92071,130620
696154,92071,130619
696155,92071,130683
696156,92071,130684
696157,92072,130685
696158,92072,130686
696159,92072,126806
696160,92073,130107
696161,92073,130675
696162,92073,127810
696163,92073,130680
696164,92073,130687
696165,92073,126010
696166,92074,130688
696167,92074,130689
696168,92074,130052
696169,92074,130690
696170,92074,125653
696171,92074,130691
696172,92074,130692
696173,92074,125789
696174,92074,130676
696175,92074,126535
696176,92075,130673
696177,92075,130693
696178,92075,125442
696179,92075,130694
696180,92075,125653
696181,92075,130676
696182,92075,126248
696183,92076,130695
696184,92076,130694
696185,92077,130107
696186,92077,126983
696187,92077,126940
696188,92077,127795
696189,92077,127940
696190,92079,129984
696191,92079,130696
696192,92079,129997
696193,92079,125653
696194,92079,130697
696195,92080,130698
696196,92080,130699
696197,92080,130700
696198,92081,130698
696199,92081,130701
696200,92081,130702
696201,92081,125110
696202,92081,126608
696203,92082,130703
696204,92082,130704
696205,92082,130705
696206,92082,130706
696207,92082,130707
696208,92082,129903
696209,92082,130708
696210,92082,130700
696211,92082,130709
696212,92082,130702
696213,92083,130698
696214,92083,130710
696215,92083,130699
696216,92083,125197
696217,92084,130702
696218,92084,125653
696219,92084,125197
696220,92085,130052
696221,92085,130650
696222,92085,130711
696223,92085,126010
696224,92085,128633
696225,92085,125789
696226,92085,127969
696227,92085,126839
696228,92085,126024
696229,92085,125158
696230,92086,130610
696231,92086,130107
696232,92086,130052
696233,92086,130712
696234,92086,125789
696235,92086,125653
696236,92087,130713
696237,92087,130714
696238,92087,130715
696239,92087,126067
696240,92087,126665
696241,92087,130716
696242,92087,125796
696243,92087,130717
696244,92088,125110
696245,92089,130718
696246,92089,130719
696247,92089,130720
696248,92089,130721
696249,92089,125197
696250,92089,130722
696251,92089,130723
696252,92089,127051
696253,92089,125538
696254,92089,126251
696255,92090,130633
696256,92090,130724
696257,92090,130725
696258,92090,130726
696259,92090,125174
696260,92090,130727
696261,92090,126181
696262,92090,125538
696263,92090,125789
696264,92090,130728
696265,92091,130702
696266,92091,130729
696267,92091,125089
696268,92093,130710
696269,92093,130707
696270,92093,130730
696271,92093,130702
696272,92093,130709
696273,92093,126806
696274,92093,127969
696275,92093,125653
696276,92093,130731
696277,92093,125092
696278,92094,130732
696279,92094,125090
696280,92094,125093
696281,92095,130691
696282,92096,126992
696283,92096,129976
696284,92096,130107
696285,92096,130733
696286,92096,125433
696287,92096,126535
696288,92096,125092
696289,92096,126300
696290,92096,126010
696291,92096,125602
696292,92097,127879
696293,92097,130734
696294,92097,125373
696295,92098,130735
696296,92098,130736
696297,92098,130737
696298,92098,130738
696299,92098,130739
696300,92098,130740
696301,92098,130741
696302,92098,130742
696303,92098,130743
696304,92098,128793
696305,92099,130744
696306,92099,126635
696307,92099,125454
696308,92100,130745
696309,92100,130052
696310,92100,130746
696311,92100,130643
696312,92100,129749
696313,92100,125197
696314,92100,130649
696315,92100,130747
696316,92100,126852
696317,92100,130748
696318,92101,126840
696319,92101,130698
696320,92101,130749
696321,92101,130750
696322,92101,130751
696323,92101,130752
696324,92101,130753
696325,92101,130754
696326,92101,126765
696327,92101,130755
696328,92102,130756
696329,92102,130757
696330,92102,130758
696331,92102,130759
696332,92102,130760
696333,92102,130761
696334,92102,130762
696335,92102,130763
696336,92102,130764
696337,92102,130765
696338,92103,130052
696339,92103,127969
696340,92103,126782
696341,92103,130766
696342,92103,125277
696343,92104,130767
696344,92104,129976
696345,92104,130735
696346,92104,130052
696347,92104,130768
696348,92104,130769
696349,92104,130607
696350,92104,125436
696351,92104,128479
696352,92104,125653
696353,92105,130716
696354,92105,125789
696355,92106,125089
696356,92107,130770
696357,92107,130771
696358,92107,130772
696359,92107,130773
696360,92107,130774
696361,92107,130052
696362,92107,126732
696363,92107,125092
696364,92107,125197
696365,92108,126893
696366,92108,130775
696367,92108,125197
696368,92108,127876
696369,92108,125676
696370,92108,125110
696371,92108,125930
696372,92109,130776
696373,92109,130777
696374,92109,130778
696375,92109,130779
696376,92109,130780
696377,92109,130781
696378,92109,125789
696379,92109,125093
696380,92109,130782
696381,92110,126010
696382,92110,125789
696383,92110,127124
696384,92110,126857
696385,92111,130783
696386,92111,130784
696387,92111,130785
696388,92111,130786
696389,92111,130787
696390,92111,127356
696391,92111,125789
696392,92112,130788
696393,92112,130789
696394,92112,130790
696395,92112,130791
696396,92112,130792
696397,92112,130793
696398,92112,125436
696399,92112,125789
696400,92112,125454
696401,92112,125739
696402,92113,130702
696403,92113,130730
696404,92114,130211
696405,92114,126698
696406,92114,126025
696407,92114,125955
696408,92117,130794
696409,92117,130795
696410,92122,125296
696411,92123,130796
696412,92123,125990
696413,92128,126698
696414,92129,125296
696415,92130,125130
696416,92130,125110
696417,92133,125990
696418,92133,125871
696419,92135,125108
696420,92138,125472
696421,92138,125890
696422,92138,125360
696423,92139,125284
696424,92139,130797
696425,92139,125989
696426,92139,126209
696427,92139,128878
696428,92140,125802
696429,92142,130798
696430,92143,130304
696431,92144,125286
696432,92145,130799
696433,92145,130800
696434,92145,129378
696435,92145,125093
696436,92145,125129
696437,92145,125083
696438,92145,125095
696439,92145,128191
696440,92146,130801
696441,92146,130802
696442,92146,125871
696443,92146,125293
696444,92146,130794
696445,92146,130803
696446,92147,128679
696447,92147,130804
696448,92147,130794
696449,92149,125293
696450,92149,130805
696451,92151,130806
696452,92151,130807
696453,92151,128682
696454,92151,125988
696455,92152,130808
696456,92154,130809
696457,92154,130810
696458,92154,130811
696459,92154,125472
696460,92154,125376
696461,92154,128322
696462,92155,130812
696463,92155,127225
696464,92158,125368
696465,92158,125293
696466,92158,125419
696467,92161,130221
696468,92162,125284
696469,92162,125161
696470,92167,130813
696471,92167,125507
696472,92167,125104
696473,92167,125286
696474,92169,125298
696475,92169,130814
696476,92169,125202
696477,92169,125111
696478,92169,125093
696479,92169,126709
696480,92170,130815
696481,92170,125507
696482,92172,125095
696483,92173,130816
696484,92174,125284
696485,92174,130304
696486,92174,126209
696487,92176,130817
696488,92176,130794
696489,92176,130795
696490,92176,125102
696491,92177,130818
696492,92177,130819
696493,92177,130794
696494,92177,125368
696495,92178,130820
696496,92178,130821
696497,92178,129737
696498,92178,130822
696499,92178,125159
696500,92178,130823
696501,92178,126356
696502,92179,125408
696503,92179,125090
696504,92181,125296
696505,92181,127186
696506,92181,125130
696507,92182,125090
696508,92182,125368
696509,92182,125418
696510,92183,130824
696511,92183,126596
696512,92183,130825
696513,92183,125129
696514,92183,125990
696515,92183,125405
696516,92183,125793
696517,92184,130826
696518,92184,125174
696519,92184,130818
696520,92184,125112
696521,92185,130827
696522,92185,125991
696523,92185,130828
696524,92185,125197
696525,92185,127238
696526,92185,130829
696527,92185,125463
696528,92185,130830
696529,92185,125293
696530,92185,130795
696531,92186,128480
696532,92186,127386
696533,92186,130831
696534,92186,126097
696535,92186,125417
696536,92186,125538
696537,92187,130832
696538,92187,128146
696539,92190,130833
696540,92190,125140
696541,92194,130834
696542,92194,125504
696543,92194,125199
696544,92195,130835
696545,92195,130836
696546,92196,126839
696547,92197,130837
696548,92197,126624
696549,92197,125738
696550,92197,126633
696551,92197,125272
696552,92197,125104
696553,92198,130838
696554,92198,128379
696555,92198,125286
696556,92198,125093
696557,92198,126047
696558,92198,125095
696559,92198,125439
696560,92198,125313
696561,92198,125284
696562,92198,128432
696563,92200,130839
696564,92200,130840
696565,92200,125110
696566,92200,130841
696567,92200,125158
696568,92202,130842
696569,92202,127796
696570,92202,127868
696571,92202,127136
696572,92202,125284
696573,92203,130843
696574,92203,130844
696575,92203,130845
696576,92203,130846
696577,92203,128523
696578,92203,126060
696579,92203,125677
696580,92203,125158
696581,92204,130847
696582,92204,125504
696583,92204,130848
696584,92205,125373
696585,92205,125653
696586,92206,130849
696587,92206,130850
696588,92206,130851
696589,92206,130844
696590,92206,126632
696591,92206,125095
696592,92206,126604
696593,92206,130852
696594,92206,126633
696595,92206,125988
696596,92207,126728
696597,92207,125988
696598,92207,130853
696599,92208,130854
696600,92208,130855
696601,92208,125160
696602,92208,130856
696603,92208,126474
696604,92208,125313
696605,92208,125456
696606,92208,130857
696607,92209,130847
696608,92209,130858
696609,92209,130848
696610,92209,125504
696611,92209,125110
696612,92210,125270
696613,92210,130859
696614,92210,130860
696615,92210,130861
696616,92210,130862
696617,92210,125155
696618,92210,125284
696619,92210,125799
696620,92210,125989
696621,92210,125130
696622,92211,130863
696623,92211,125284
696624,92212,127845
696625,92212,130864
696626,92212,127820
696627,92212,130865
696628,92212,125140
696629,92212,125738
696630,92212,126907
696631,92212,129644
696632,92213,130866
696633,92213,125439
696634,92213,125236
696635,92213,125095
696636,92213,125305
696637,92213,125093
696638,92213,130867
696639,92213,125286
696640,92214,125517
696641,92214,130868
696642,92214,125988
696643,92214,125284
696644,92214,128025
696645,92214,125110
696646,92214,130869
696647,92215,126209
696648,92215,125463
696649,92216,125417
696650,92217,125272
696651,92217,125988
696652,92217,125472
696653,92217,125110
696654,92217,125805
696655,92217,125593
696656,92218,125739
696657,92218,126181
696658,92218,130870
696659,92219,125472
696660,92219,130715
696661,92219,125988
696662,92219,125463
696663,92220,130108
696664,92220,130871
696665,92220,125089
696666,92220,125284
696667,92220,125383
696668,92220,126691
696669,92220,125417
696670,92220,125434
696671,92220,127919
696672,92220,125095
696673,92221,130872
696674,92221,130873
696675,92221,130874
696676,92221,130875
696677,92221,125095
696678,92221,125140
696679,92221,126596
696680,92221,126067
696681,92221,125089
696682,92221,125090
696683,92222,130876
696684,92222,130877
696685,92222,130878
696686,92222,127292
696687,92223,130879
696688,92223,126596
696689,92223,125110
696690,92224,130880
696691,92224,130881
696692,92224,130882
696693,92224,125504
696694,92224,126635
696695,92224,125140
696696,92225,125140
696697,92226,126047
696698,92227,126195
696699,92228,129759
696700,92228,130883
696701,92228,130884
696702,92228,130833
696703,92228,126062
696704,92228,125284
696705,92228,126122
696706,92228,125434
696707,92228,128028
696708,92228,128385
696709,92229,126636
696710,92229,128066
696711,92229,129217
696712,92230,130885
696713,92230,130886
696714,92230,130887
696715,92230,130888
696716,92230,130889
696717,92230,130890
696718,92230,130843
696719,92230,130844
696720,92230,130891
696721,92230,130892
696722,92231,127909
696723,92231,129759
696724,92231,127933
696725,92231,130893
696726,92231,127806
696727,92231,127842
696728,92231,125095
696729,92231,125427
696730,92231,125395
696731,92232,126979
696732,92232,126669
696733,92232,130894
696734,92232,127806
696735,92232,125140
696736,92232,130895
696737,92232,125092
696738,92232,130896
696739,92233,130897
696740,92233,129759
696741,92233,130898
696742,92233,130899
696743,92233,125079
696744,92233,130900
696745,92233,130901
696746,92233,130902
696747,92233,130903
696748,92233,130904
696749,92234,125437
696750,92234,126024
696751,92235,125507
696752,92235,125140
696753,92235,125542
696754,92235,125313
696755,92236,125081
696756,92236,130905
696757,92236,125140
696758,92237,130906
696759,92237,130876
696760,92237,130907
696761,92237,130877
696762,92237,130908
696763,92237,125110
696764,92237,125418
696765,92237,130909
696766,92237,130910
696767,92237,125671
696768,92239,130911
696769,92239,125082
696770,92239,130912
696771,92239,130913
696772,92239,128878
696773,92239,125197
696774,92239,125989
696775,92239,125368
696776,92239,125404
696777,92239,130914
696778,92240,130915
696779,92240,130916
696780,92240,126209
696781,92240,125284
696782,92240,125404
696783,92240,126059
696784,92240,125810
696785,92240,125946
696786,92240,130917
696787,92240,130918
696788,92241,127943
696789,92241,130715
696790,92241,125110
696791,92242,126550
696792,92242,125264
696793,92242,130919
696794,92242,130920
696795,92242,125082
696796,92242,130921
696797,92242,125525
696798,92242,125297
696799,92242,130922
696800,92242,130923
696801,92243,129857
696802,92243,129863
696803,92243,130924
696804,92243,130925
696805,92243,129865
696806,92243,130926
696807,92243,130927
696808,92243,130928
696809,92243,130929
696810,92243,130930
696811,92244,130931
696812,92244,130932
696813,92244,126123
696814,92245,130933
696815,92245,125130
696816,92245,130934
696817,92245,128992
696818,92245,125653
696819,92245,126248
696820,92246,125946
696821,92246,125272
696822,92246,130935
696823,92246,125140
696824,92246,125095
696825,92247,130936
696826,92247,130937
696827,92247,130938
696828,92247,130939
696829,92247,125400
696830,92247,125284
696831,92247,130940
696832,92247,125140
696833,92247,125616
696834,92247,125463
696835,92248,130941
696836,92248,126664
696837,92248,125090
696838,92249,130942
696839,92249,130943
696840,92249,130944
696841,92249,130945
696842,92249,126636
696843,92249,126691
696844,92249,127872
696845,92250,130946
696846,92250,130947
696847,92250,130948
696848,92250,130949
696849,92250,130950
696850,92250,127845
696851,92250,126028
696852,92250,130951
696853,92250,125568
696854,92250,125140
696855,92251,130952
696856,92251,127019
696857,92253,130953
696858,92253,130954
696859,92253,130955
696860,92253,130956
696861,92254,127930
696862,92254,125158
696863,92254,125504
696864,92255,126669
696865,92255,130957
696866,92255,125158
696867,92256,130958
696868,92256,130959
696869,92256,130960
696870,92256,130961
696871,92256,130962
696872,92256,125568
696873,92256,130957
696874,92256,126636
696875,92256,130963
696876,92256,128523
696877,92257,130964
696878,92257,130965
696879,92257,130865
696880,92257,125089
696881,92257,126474
696882,92257,130957
696883,92257,125140
696884,92258,130966
696885,92258,130967
696886,92258,130968
696887,92258,130895
696888,92258,125140
696889,92258,125404
696890,92259,130969
696891,92259,130970
696892,92259,130971
696893,92259,126630
696894,92259,126751
696895,92259,126691
696896,92259,126782
696897,92259,126618
696898,92259,125362
696899,92260,130972
696900,92260,127810
696901,92260,130973
696902,92260,127872
696903,92260,126123
696904,92260,130870
696905,92260,126636
696906,92260,126691
696907,92260,127820
696908,92260,130974
696909,92261,126848
696910,92261,126958
696911,92261,129983
696912,92261,127872
696913,92261,125159
696914,92261,125418
696915,92261,125140
696916,92262,129774
696917,92262,130944
696918,92262,130975
696919,92262,130976
696920,92262,127870
696921,92262,127871
696922,92262,127060
696923,92262,130628
696924,92262,129563
696925,92263,129759
696926,92263,126691
696927,92263,125305
696928,92263,126123
696929,92263,125140
696930,92263,127872
696931,92263,130974
696932,92264,130977
696933,92265,130978
696934,92265,126669
696935,92265,129749
696936,92265,130979
696937,92265,130895
696938,92265,130980
696939,92265,129900
696940,92265,125110
696941,92265,130981
696942,92265,130982
696943,92266,130837
696944,92266,125739
696945,92267,125272
696946,92268,130983
696947,92269,126664
696948,92270,126636
696949,92270,125090
696950,92272,126381
696951,92273,125739
696952,92274,125130
696953,92275,125739
696954,92275,130848
696955,92277,130984
696956,92277,130985
696957,92277,125538
696958,92277,125340
696959,92277,130986
696960,92277,130987
696961,92277,125090
696962,92277,125756
696963,92279,130988
696964,92279,125090
696965,92279,126066
696966,92281,130989
696967,92281,130990
696968,92281,130991
696969,92281,130848
696970,92283,126664
696971,92284,125284
696972,92284,126664
696973,92284,125805
696974,92285,130992
696975,92288,130993
696976,92288,125272
696977,92288,126067
696978,92288,125197
696979,92290,130994
696980,92290,130995
696981,92290,130996
696982,92290,130997
696983,92290,125504
696984,92290,130998
696985,92290,130999
696986,92290,129980
696987,92291,131000
696988,92291,131001
696989,92291,125436
696990,92291,126839
696991,92291,128591
696992,92292,126636
696993,92292,130998
696994,92292,131002
696995,92292,125593
696996,92292,131003
696997,92293,126636
696998,92293,125158
696999,92293,130870
697000,92294,131004
697001,92295,126636
697002,92295,130628
697003,92295,131005
697004,92296,125790
697005,92296,131006
697006,92296,131007
697007,92296,130848
697008,92297,131008
697009,92297,125621
697010,92297,131009
697011,92298,125976
697012,92299,126664
697013,92299,131010
697014,92300,130834
697015,92300,131011
697016,92300,125104
697017,92301,131012
697018,92302,126607
697019,92302,126636
697020,92302,130870
697021,92302,130628
697022,92302,126940
697023,92302,131013
697024,92303,130945
697025,92304,130945
697026,92304,126067
697027,92304,131014
697028,92304,126636
697029,92304,130852
697030,92305,131015
697031,92305,131016
697032,92305,131017
697033,92305,131018
697034,92305,125696
697035,92305,125946
697036,92306,131019
697037,92306,127871
697038,92306,130998
697039,92307,131020
697040,92307,131021
697041,92307,127940
697042,92308,125272
697043,92308,125090
697044,92308,130848
697045,92309,125739
697046,92311,131022
697047,92311,126839
697048,92312,131023
697049,92312,131024
697050,92312,125284
697051,92313,131025
697052,92313,131026
697053,92313,126904
697054,92314,131027
697055,92314,130944
697056,92314,131024
697057,92314,130932
697058,92314,130628
697059,92315,131028
697060,92315,131029
697061,92315,131030
697062,92315,131031
697063,92315,131032
697064,92315,127870
697065,92315,131033
697066,92315,131034
697067,92315,125090
697068,92315,125104
697069,92316,126123
697070,92317,125739
697071,92318,130944
697072,92318,130973
697073,92319,130944
697074,92319,131024
697075,92319,131027
697076,92319,130932
697077,92319,127795
697078,92320,131035
697079,92321,131036
697080,92321,130834
697081,92321,130983
697082,92321,131037
697083,92321,126636
697084,92321,131038
697085,92321,131039
697086,92322,130944
697087,92322,126636
697088,92322,127872
697089,92322,130974
697090,92323,131040
